match_id,minute,homeTeam_name,awayTeam_name,homeGoals,awayGoals,shot_count,shot_player,shot_result,shot_xG,shot_situation,shot_type,shot_x,shot_y,shot_assisted_by,shot_last_action,is_goal_minute,home_xG_total,away_xG_total
1,33,Arsenal,Aston Villa,0,0,1,Ollie Watkins,BlockedShot,0.07,OpenPlay,RightFoot,0.8690000152587891,0.35200000762939454,Morgan Rogers,Pass,0,0.0989,0.1563
1,34,Arsenal,Aston Villa,0,0,1,Gabriel Martinelli,Goal,0.5593,OpenPlay,RightFoot,0.9580000305175781,0.46,Leandro Trossard,Cross,1,0.6582,0.1563
1,35,Arsenal,Aston Villa,1,0,0,,,,,,,,,,0,0.6582,0.1563
1,36,Arsenal,Aston Villa,1,0,0,,,,,,,,,,0,0.6582,0.1563
1,37,Arsenal,Aston Villa,1,0,0,,,,,,,,,,0,0.6582,0.1563
1,38,Arsenal,Aston Villa,1,0,1,Leandro Trossard,MissedShots,0.079,OpenPlay,RightFoot,0.89,0.34599998474121096,,None,0,0.7372,0.1563
1,39,Arsenal,Aston Villa,1,0,1,Mikel Merino,MissedShots,0.0829,OpenPlay,LeftFoot,0.875,0.34,Thomas Partey,Pass,0,0.8201,0.1563
1,40,Arsenal,Aston Villa,1,0,0,,,,,,,,,,0,0.8201,0.1563
1,41,Arsenal,Aston Villa,1,0,0,,,,,,,,,,0,0.8201,0.1563
1,42,Arsenal,Aston Villa,1,0,0,,,,,,,,,,0,0.8201,0.1563
1,43,Arsenal,Aston Villa,1,0,0,,,,,,,,,,0,0.8201,0.1563
1,44,Arsenal,Aston Villa,1,0,0,,,,,,,,,,0,0.8201,0.1563
1,45,Arsenal,Aston Villa,1,0,0,,,,,,,,,,0,0.8201,0.1563
1,46,Arsenal,Aston Villa,1,0,0,,,,,,,,,,0,0.8201,0.1563
1,47,Arsenal,Aston Villa,1,0,1,Kai Havertz,MissedShots,0.0552,SetPiece,Head,0.9280000305175782,0.5579999923706055,Martin Odegaard,Aerial,0,0.8753,0.1563
1,48,Arsenal,Aston Villa,1,0,0,,,,,,,,,,0,0.8753,0.1563
1,49,Arsenal,Aston Villa,1,0,0,,,,,,,,,,0,0.8753,0.1563
1,50,Arsenal,Aston Villa,1,0,1,Leandro Trossard,BlockedShot,0.0205,FromCorner,RightFoot,0.775,0.57,,None,0,0.8958,0.1563
1,51,Arsenal,Aston Villa,1,0,0,,,,,,,,,,0,0.8958,0.1563
1,52,Arsenal,Aston Villa,1,0,0,,,,,,,,,,0,0.8958,0.1563
1,53,Arsenal,Aston Villa,1,0,0,,,,,,,,,,0,0.8958,0.1563
1,54,Arsenal,Aston Villa,1,0,1,Kai Havertz,Goal,0.3536,OpenPlay,LeftFoot,0.9180000305175782,0.555,Leandro Trossard,Cross,1,1.2495,0.1563
1,55,Arsenal,Aston Villa,2,0,0,,,,,,,,,,0,1.2495,0.1563
1,56,Arsenal,Aston Villa,2,0,0,,,,,,,,,,0,1.2495,0.1563
1,57,Arsenal,Aston Villa,2,0,0,,,,,,,,,,0,1.2495,0.1563
1,58,Arsenal,Aston Villa,2,0,0,,,,,,,,,,0,1.2495,0.1563
1,59,Arsenal,Aston Villa,2,0,1,Youri Tielemans,Goal,0.3164,OpenPlay,Head,0.9209999847412109,0.5209999847412109,Lucas Digne,Cross,1,1.2495,0.4727
1,60,Arsenal,Aston Villa,2,1,1,Youri Tielemans,ShotOnPost,0.0622,OpenPlay,RightFoot,0.8519999694824218,0.5070000076293946,,None,0,1.2495,0.5349
1,61,Arsenal,Aston Villa,2,1,0,,,,,,,,,,0,1.2495,0.5349
1,62,Arsenal,Aston Villa,2,1,0,,,,,,,,,,0,1.2495,0.5349
1,63,Arsenal,Aston Villa,2,1,0,,,,,,,,,,0,1.2495,0.5349
1,64,Arsenal,Aston Villa,2,1,2,Gabriel Martinelli,MissedShots,0.0525,FromCorner,RightFoot,0.9080000305175782,0.36,Gabriel,Chipped,0,1.3147,0.5349
1,65,Arsenal,Aston Villa,2,1,0,,,,,,,,,,0,1.3147,0.5349
1,66,Arsenal,Aston Villa,2,1,1,Leandro Trossard,MissedShots,0.0237,FromCorner,LeftFoot,0.805,0.6320000076293946,,None,0,1.3384,0.5349
1,67,Arsenal,Aston Villa,2,1,1,Ollie Watkins,Goal,0.5841,SetPiece,RightFoot,0.950999984741211,0.519000015258789,Matthew Cash,Cross,1,1.3384,1.119
1,68,Arsenal,Aston Villa,2,2,0,,,,,,,,,,0,1.3384,1.119
1,69,Arsenal,Aston Villa,2,2,0,,,,,,,,,,0,1.3384,1.119
1,70,Arsenal,Aston Villa,2,2,0,,,,,,,,,,0,1.3384,1.119
1,71,Arsenal,Aston Villa,2,2,0,,,,,,,,,,0,1.3384,1.119
1,72,Arsenal,Aston Villa,2,2,0,,,,,,,,,,0,1.3384,1.119
1,73,Arsenal,Aston Villa,2,2,1,Declan Rice,MissedShots,0.0208,OpenPlay,RightFoot,0.774000015258789,0.6359999847412109,Leandro Trossard,Pass,0,1.3592,1.119
1,74,Arsenal,Aston Villa,2,2,0,,,,,,,,,,0,1.3592,1.119
1,75,Arsenal,Aston Villa,2,2,0,,,,,,,,,,0,1.3592,1.119
1,76,Arsenal,Aston Villa,2,2,0,,,,,,,,,,0,1.3592,1.119
1,77,Arsenal,Aston Villa,2,2,0,,,,,,,,,,0,1.3592,1.119
1,78,Arsenal,Aston Villa,2,2,0,,,,,,,,,,0,1.3592,1.119
1,79,Arsenal,Aston Villa,2,2,0,,,,,,,,,,0,1.3592,1.119
1,80,Arsenal,Aston Villa,2,2,0,,,,,,,,,,0,1.3592,1.119
1,81,Arsenal,Aston Villa,2,2,1,Martin Odegaard,BlockedShot,0.0792,OpenPlay,LeftFoot,0.8919999694824219,0.37400001525878906,Thomas Partey,Pass,0,1.4384,1.119
1,82,Arsenal,Aston Villa,2,2,0,,,,,,,,,,0,1.4384,1.119
1,83,Arsenal,Aston Villa,2,2,0,,,,,,,,,,0,1.4384,1.119
1,84,Arsenal,Aston Villa,2,2,0,,,,,,,,,,0,1.4384,1.119
1,85,Arsenal,Aston Villa,2,2,1,Lamare Bogarde,SavedShot,0.0651,OpenPlay,RightFoot,0.8240000152587891,0.44799999237060545,Leon Bailey,Pass,0,1.4384,1.1841
1,86,Arsenal,Aston Villa,2,2,1,Mikel Merino,BlockedShot,0.0507,OpenPlay,LeftFoot,0.815,0.53,,None,0,1.4891,1.1841
1,87,Arsenal,Aston Villa,2,2,0,,,,,,,,,,0,1.4891,1.1841
1,88,Arsenal,Aston Villa,2,2,0,,,,,,,,,,0,1.4891,1.1841
1,89,Arsenal,Aston Villa,2,2,0,,,,,,,,,,0,1.4891,1.1841
1,90,Arsenal,Aston Villa,2,2,2,Mikel Merino,ShotOnPost,0.0855,OpenPlay,LeftFoot,0.8859999847412109,0.5729999923706055,,None,0,1.6446,1.1841
2,1,Arsenal,Bournemouth,0,0,0,,,,,,,,,,0,0.0,0.0
2,2,Arsenal,Bournemouth,0,0,0,,,,,,,,,,0,0.0,0.0
2,3,Arsenal,Bournemouth,0,0,0,,,,,,,,,,0,0.0,0.0
2,4,Arsenal,Bournemouth,0,0,0,,,,,,,,,,0,0.0,0.0
2,5,Arsenal,Bournemouth,0,0,0,,,,,,,,,,0,0.0,0.0
2,6,Arsenal,Bournemouth,0,0,0,,,,,,,,,,0,0.0,0.0
2,7,Arsenal,Bournemouth,0,0,0,,,,,,,,,,0,0.0,0.0
2,8,Arsenal,Bournemouth,0,0,0,,,,,,,,,,0,0.0,0.0
2,9,Arsenal,Bournemouth,0,0,0,,,,,,,,,,0,0.0,0.0
2,10,Arsenal,Bournemouth,0,0,0,,,,,,,,,,0,0.0,0.0
2,11,Arsenal,Bournemouth,0,0,0,,,,,,,,,,0,0.0,0.0
2,12,Arsenal,Bournemouth,0,0,0,,,,,,,,,,0,0.0,0.0
2,13,Arsenal,Bournemouth,0,0,0,,,,,,,,,,0,0.0,0.0
2,14,Arsenal,Bournemouth,0,0,1,Declan Rice,MissedShots,0.0605,OpenPlay,LeftFoot,0.875999984741211,0.6659999847412109,Gabriel Martinelli,Pass,0,0.0605,0.0
2,15,Arsenal,Bournemouth,0,0,0,,,,,,,,,,0,0.0605,0.0
2,16,Arsenal,Bournemouth,0,0,1,Declan Rice,MissedShots,0.0591,OpenPlay,RightFoot,0.84,0.624000015258789,Gabriel Martinelli,Pass,0,0.1196,0.0
2,17,Arsenal,Bournemouth,0,0,0,,,,,,,,,,0,0.1196,0.0
2,18,Arsenal,Bournemouth,0,0,0,,,,,,,,,,0,0.1196,0.0
2,19,Arsenal,Bournemouth,0,0,0,,,,,,,,,,0,0.1196,0.0
2,20,Arsenal,Bournemouth,0,0,0,,,,,,,,,,0,0.1196,0.0
2,21,Arsenal,Bournemouth,0,0,0,,,,,,,,,,0,0.1196,0.0
2,22,Arsenal,Bournemouth,0,0,0,,,,,,,,,,0,0.1196,0.0
2,23,Arsenal,Bournemouth,0,0,0,,,,,,,,,,0,0.1196,0.0
2,24,Arsenal,Bournemouth,0,0,0,,,,,,,,,,0,0.1196,0.0
2,25,Arsenal,Bournemouth,0,0,1,Evanilson,MissedShots,0.3696,OpenPlay,Head,0.9219999694824219,0.4879999923706055,Milos Kerkez,Cross,0,0.1196,0.3696
2,26,Arsenal,Bournemouth,0,0,1,Gabriel Martinelli,MissedShots,0.0802,OpenPlay,LeftFoot,0.845,0.524000015258789,Bukayo Saka,Pass,0,0.1999,0.3696
2,27,Arsenal,Bournemouth,0,0,0,,,,,,,,,,0,0.1999,0.3696
2,28,Arsenal,Bournemouth,0,0,0,,,,,,,,,,0,0.1999,0.3696
2,29,Arsenal,Bournemouth,0,0,0,,,,,,,,,,0,0.1999,0.3696
2,30,Arsenal,Bournemouth,0,0,1,Leandro Trossard,SavedShot,0.1192,OpenPlay,Head,0.919000015258789,0.4859999847412109,Gabriel Martinelli,Cross,0,0.319,0.3696
2,31,Arsenal,Bournemouth,0,0,0,,,,,,,,,,0,0.319,0.3696
2,32,Arsenal,Bournemouth,0,0,0,,,,,,,,,,0,0.319,0.3696
2,33,Arsenal,Bournemouth,0,0,1,Declan Rice,Goal,0.5774,OpenPlay,RightFoot,0.9180000305175782,0.35400001525878905,Martin Odegaard,TakeOn,1,0.8964,0.3696
